created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,result extraction,token usage
Fri Nov 17 22:56:13 +0000 2023,1.72564906688401e+18,@hasyimmah Kalau dilihat dari GAGASAN lebih baik ganjar pranowo dan mahfud md PKS saja sampai memuji nya.Begitu juga jokowi,0.0,0.0,0.0,0.0,in,1.46680692740124e+18,1.72549627303655e+18,FutraHr,https://twitter.com/FutraHr/status/1725649066884018418,"named_entity_recognition: [""ganjar pranowo"", ""mahfud md"", ""PKS"", ""jokowi""]

aspect_sentiment: [""GAGASAN (positive)"", ""ganjar pranowo (positive)"", ""mahfud md (positive)"", ""PKS (positive)"", ""jokowi (positive)""]",256
Fri Nov 17 22:50:24 +0000 2023,1.72564760404078e+18,Warga Jawa Tengah yakin,,,,,,,,,,"named_entity_recognition: [Warga Jawa Tengah]

aspect_sentiment: [Warga Jawa Tengah (positive)]",182
Fri Nov 17 22:49:51 +0000 2023,1.72564746397621e+18,Setelah Jadi Cawapres Ganjar,,,,,,,,,,"named_entity_recognition: [Cawapres Ganjar]
aspect_sentiment: [Jadi (positive)]",177
Fri Nov 17 22:49:48 +0000 2023,1.72564745151909e+18,Aktivis 98 Ini Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Aktivis 98"", ""Mahfud MD""]
aspect_sentiment: []",188
Fri Nov 17 22:49:21 +0000 2023,1.72564734134317e+18,@lek_brewok Kata tukang survei mutasi dan tv one populitas GANJAR PRANOWO DAN MAHFUD MD tergerak gara gara pendukung dan simptisan nya menyerang jokowi.tapi aku curiga tv one dan tukang survei bayaran,0.0,0.0,0.0,0.0,in,1.46680692740124e+18,1.72541476486693e+18,FutraHr,https://twitter.com/FutraHr/status/1725647341343178833,"named_entity_recognition: [GANJAR PRANOWO, MAHFUD MD, JOKOWI, TV ONE]

aspect_sentiment: [tukang survei (negative), mutasi (neutral), populitas (positive), pendukung (negative), simptisan (negative), tv one (negative), tukang survei (negative)]",285
Fri Nov 17 22:49:21 +0000 2023,1.72564733934669e+18,Mundur dong Prabowo... Gibran,,,,,,,,,,"named_entity_recognition: [Prabowo, Gibran]
aspect_sentiment: [Mundur (negative)]",178
Fri Nov 17 22:45:49 +0000 2023,1.72564645278407e+18,Pak Ganjar Pranowo-Mahfud MD nomor urut 3,,,,,,,,,,"named_entity_recognition: [""Pak Ganjar Pranowo"", ""Mahfud MD""]
aspect_sentiment: []",187
Fri Nov 17 22:41:37 +0000 2023,1.72564539284567e+18,@yusuf_dumdum @ganjarpranowo Ganjar Pranowo dan Mahfud MD sosok pemimpin yang mendatangi,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]

aspect_sentiment: [""pemimpin (positive)""]",207
Fri Nov 17 22:41:04 +0000 2023,1.72564525569612e+18,Mahfud MD akan membawa penegakan hukum yang lebih kuat dalam pemerintahan Ganjar @Jintanss01 https://t.co/dhH9SlTYm9,0.0,0.0,0.0,0.0,in,1.68205080691121e+18,1.72564525569612e+18,alyaslsblaaa_,https://twitter.com/alyaslsblaaa_/status/1725645255696122283,"named_entity_recognition: [""Mahfud MD"", ""Ganjar""]
aspect_sentiment: [""penegakan hukum (positive)""]",217
Fri Nov 17 22:40:45 +0000 2023,1.72564517778277e+18,Hasil Survei LPI  Ganjar-Mahfud Unggul #GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA https://t.co/UvnHNO401Z,5.0,10.0,0.0,40.0,in,2925543153.0,1.72564517778277e+18,GanjarPendukung,https://twitter.com/GanjarPendukung/status/1725645177782776193,"named_entity_recognition: [""LPI"", ""Ganjar-Mahfud"", ""GanjarMahfud"", ""ganjarpranowo"", ""MahfudMD"", ""GAMA""]
aspect_sentiment: [""Hasil Survei (positive)""]",258
Fri Nov 17 22:37:09 +0000 2023,1.72564426865057e+18,@ekokuntadhi1 cawapres yg bisa dipercaya cuma Mahfud MD,0.0,0.0,0.0,0.0,in,1.69774247425574e+18,1.72535751879129e+18,uigzfkwa,https://twitter.com/uigzfkwa/status/1725644268650573884,"named_entity_recognition: [""Mahfud MD""]

aspect_sentiment: [cawapres (positive)]",188
Fri Nov 17 22:32:35 +0000 2023,1.72564311966687e+18,Aktivis 98 Ini Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [Mahfud MD]

aspect_sentiment: [Ungkap (positif)]",188
Fri Nov 17 22:26:24 +0000 2023,1.72564156418009e+18,@Dennysiregar7 Gibran lebih intelektual dari Muhaimin dan mahfud md apa gk lawak tuh qodari ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0,0.0,0.0,0.0,in,1.7134042448907e+18,1.72557972870126e+18,HamzahAkbar90,https://twitter.com/HamzahAkbar90/status/1725641564180091312,"named_entity_recognition: [Gibran, Muhaimin, Mahfud MD, Qodari]
aspect_sentiment: [Gibran (positif), Muhaimin (negatif), Mahfud MD (negatif), Qodari (positif)]",255
Fri Nov 17 22:11:44 +0000 2023,1.7256378750839e+18,Aktivis 98 Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Aktivis 98"", ""Mahfud MD""]
aspect_sentiment: []",187
Fri Nov 17 22:11:30 +0000 2023,1.72563781511404e+18,@VIVAcoid Pak Mahfud MD lepas tangan dah...,0.0,0.0,0.0,0.0,in,1.23473449828304e+18,1.72546508123086e+18,Khuluq3339991,https://twitter.com/Khuluq3339991/status/1725637815114047492,"named_entity_recognition: [""Pak Mahfud MD""]
aspect_sentiment: []",176
Fri Nov 17 21:54:48 +0000 2023,1.72563361080246e+18,PT Garuda IndonesiaÂ (Persero) melakukan pembinaan terhadap 2 pilot yang foto bareng CawapresÂ Mahfud MDÂ sambil salam tiga jari. https://t.co/jU1lMt5uWq,0.0,0.0,0.0,0.0,in,1.6007794685448e+18,1.72563361080246e+18,terasjakartaid,https://twitter.com/terasjakartaid/status/1725633610802463164,"named_entity_recognition: [PT Garuda Indonesia, Cawapres Mahfud MD]
aspect_sentiment: [pembinaan (positive), pilot (neutral), foto bareng (neutral), Cawapres Mahfud MD (neutral), salam tiga jari (neutral)]",264
Fri Nov 17 21:36:26 +0000 2023,1.72562898970699e+18,Ganjar Pranowo dan Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"" (PERSON), ""Mahfud MD"" (PERSON)]

aspect_sentiment: [Tidak ada aspect yang dapat diidentifikasi dari komentar tersebut]",199
Fri Nov 17 21:31:41 +0000 2023,1.72562779586553e+18,Dukungan saya untuk Ganjar Pranowo dan Mahfud MD,,,,,,,,,,"named_entity_recognition: [Ganjar Pranowo (PERSON), Mahfud MD (PERSON)]

aspect_sentiment: [Dukungan (positive)]",192
Fri Nov 17 21:26:58 +0000 2023,1.72562660581986e+18,Tolak Cawapres ilegal,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",164
Fri Nov 17 21:22:21 +0000 2023,1.72562544526009e+18,Ganjar Pranowo dan Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"" (PERSON), ""Mahfud MD"" (PERSON)]

aspect_sentiment: [Tidak ada aspect yang dapat diidentifikasi dari komentar tersebut]",199
Fri Nov 17 21:17:39 +0000 2023,1.72562426182464e+18,Tolak Mahkamah Keluarga,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",165
Fri Nov 17 21:15:19 +0000 2023,1.72562367488633e+18,Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Mahfud MD""]

aspect_sentiment: []",164
Fri Nov 17 21:14:43 +0000 2023,1.72562352333781e+18,Ingat 2024 kita all in Ganjar Mahfud untuk Indonesia yang lebih baik!   #GAMA #MahfudMD  #GanjarPranowo #Capres2024  #RambutPutih #TuanKuRakyat #Gandara Jefri Ronde  4 Esemka Dicuci Kalah #JumatBerkah #TepokBulu23 #VindesSport Qory #AryaSalokaMainTepokBulu Klok Pukulan https://t.co/FDxcEccSsN,0.0,0.0,0.0,0.0,in,1.67304392823551e+18,1.72562352333781e+18,menjamah_id,https://twitter.com/menjamah_id/status/1725623523337810357,"named_entity_recognition: [Ganjar Mahfud, GAMA, MahfudMD, Ganjar Pranowo, Capres2024, Rambut Putih, Tuan Ku Rakyat, Gandara Jefri Ronde, Esemka, Jumat Berkah, Tepok Bulu23, Vindes Sport, Qory, Arya Saloka Main Tepok Bulu, Klok Pukulan]

aspect_sentiment: [2024 (positive), Ganjar Mahfud (positive), Indonesia (positive), Rambut Putih (neutral), Tuan Ku Rakyat (positive), Gandara Jefri Ronde (neutral), Esemka (negative), Jumat Berkah (positive), Tepok Bulu23 (positive), Vindes Sport (neutral), Qory (neutral), Arya Saloka Main Tepok Bulu (neutral), Klok Pukulan (neutral)]",467
Fri Nov 17 21:12:53 +0000 2023,1.72562306374267e+18,Pilihan politik kita haruslah mencerminkan harapan akan pemimpin yang bersih dari praktik-praktik korup dan nepotisme,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [""Pilihan politik (positive)"", ""harapan (positive)"", ""pemimpin (positive)"", ""praktik-praktik korup (negative)"", ""nepotisme (negative)""]",229
Fri Nov 17 21:10:29 +0000 2023,1.72562245971258e+18,Kepemimpinan Ganjar Pranowo dan Mahfud MD adalah cermin dari keinginan untuk mengakhiri era praktik-praktik yang tidak sesuai dengan prinsip-prinsip keadilan @DedeSabiha87234 https://t.co/KJiFCAV1DV,0.0,0.0,0.0,0.0,in,1.6819784016395e+18,1.72562245971258e+18,silvamayaa_,https://twitter.com/silvamayaa_/status/1725622459712585901,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD"", ""DedeSabiha87234""]
aspect_sentiment: [""Kepemimpinan (positif)"", ""era praktik-praktik (negatif)"", ""prinsip-prinsip keadilan (positif)""]",278
Fri Nov 17 21:08:04 +0000 2023,1.72562185214672e+18,@ILCTalkshow @karniilyas Ia,,,,,,,,,,"named_entity_recognition: [""@ILCTalkshow"", ""@karniilyas""]
aspect_sentiment: []",180
Fri Nov 17 21:05:44 +0000 2023,1.72562126608073e+18,Mahfud MD membuktikan bahwa penolakan terhadap nepotisme adalah langkah yang harus diambil untuk mewujudkan tata kelola pemerintahan yang baik @Dedenrantee https://t.co/EBB2IIoDAQ,0.0,0.0,0.0,0.0,in,1.68205080691121e+18,1.72562126608073e+18,alyaslsblaaa_,https://twitter.com/alyaslsblaaa_/status/1725621266080731245,,0
Fri Nov 17 21:03:22 +0000 2023,1.72562066764588e+18,Ketika memilih pemimpin,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: [memilih (positive)]",168
Fri Nov 17 20:58:35 +0000 2023,1.72561946430005e+18,Saya yakin bahwa Ganjar Pranowo dan Mahfud MD adalah pemimpin yang akan menjaga integritas dan moralitas dalam pemerintahan @dannyoceans98 https://t.co/B2WxKNllqF,0.0,0.0,0.0,0.0,in,1.68197733541809e+18,1.72561946430005e+18,qoirul_yoga,https://twitter.com/qoirul_yoga/status/1725619464300052878,"named_entity_recognition: [Ganjar Pranowo, Mahfud MD, @dannyoceans98]
aspect_sentiment: [menjaga integritas (positive), menjaga moralitas (positive)]",242
Fri Nov 17 20:56:15 +0000 2023,1.72561887822161e+18,Ganjar Pranowo dan Mahfud MD adalah jawaban atas keinginan masyarakat untuk memiliki pemimpin yang bersih dan tulus dalam memajukan bangsa @DedenDe60058394 https://t.co/0ltRBbwhAe,0.0,0.0,0.0,0.0,in,1.68205042321208e+18,1.72561887822161e+18,amdhauraa_,https://twitter.com/amdhauraa_/status/1725618878221619630,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]

aspect_sentiment: [""pemimpin (positif)"", ""bersih (positif)"", ""tulus (positif)"", ""memajukan bangsa (positif)""]",257
Fri Nov 17 20:46:45 +0000 2023,1.72561648869303e+18,Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Mahfud MD""]

aspect_sentiment: []",164
Fri Nov 17 20:42:34 +0000 2023,1.72561543194658e+18,"Kejutan!! Hasil survei Lembaga Pemilih Indonesia (LPI) memenangkan Ganjar-Mahfud MD terhadap Prabowo-Gibran dan Anies-Muhaimin. Head to head juga Ganjar-Mahfud MD menang terhadap Prabowo-Gibran. Kekalahan Prabowo karena dampak dari perampokan"" keputusan MK oleh kelompok Jokowi!!""",0.0,0.0,0.0,0.0,in,1.71613636684382e+18,1.72561543194658e+18,SabaruddinS64,https://twitter.com/SabaruddinS64/status/1725615431946588203,"named_entity_recognition: [""Ganjar-Mahfud MD"", ""Prabowo-Gibran"", ""Anies-Muhaimin"", ""Lembaga Pemilih Indonesia (LPI)"", ""MK"", ""Jokowi""]

aspect_sentiment: [""survei (positive)"", ""Ganjar-Mahfud MD (positive)"", ""Prabowo-Gibran (negative)"", ""Anies-Muhaimin (neutral)"", ""kekalahan Prabowo (negative)"", ""perampokan (negative)""]",355
Fri Nov 17 20:34:47 +0000 2023,1.72561347499747e+18,Ganjar Pranowo dan Mahfud MD: pilihan yang mendukung inovasi dan pembangunan berkelanjutan @minimalsenyum https://t.co/5wl2JUYPni,0.0,1.0,0.0,0.0,in,1.68197733541809e+18,1.72561347499747e+18,qoirul_yoga,https://twitter.com/qoirul_yoga/status/1725613474997473560,"named_entity_recognition: [Ganjar Pranowo, Mahfud MD, minimal senyum]
aspect_sentiment: [pilihan (positif), inovasi (positif), pembangunan berkelanjutan (positif)]",241
Fri Nov 17 20:31:43 +0000 2023,1.72561270187407e+18,@gibran_tweet Menurut survei Lembaga Pemilih Indonesia (LPI) terbaru Ganjar-Mahfud MD 38,,,,,,,,,,"named_entity_recognition: [""Ganjar-Mahfud MD"" (PERSON), ""Lembaga Pemilih Indonesia (LPI)"" (ORGANIZATION)]

aspect_sentiment: [survei (positive), Lembaga Pemilih Indonesia (positive), Ganjar-Mahfud MD (positive)]",241
Fri Nov 17 20:30:00 +0000 2023,1.72561227135364e+18,Ganjar Pranowo menyentil pihak-pihak yang menurunkan baliho bergambar dirinya dan Mahfud MD. Ia yakin,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]
aspect_sentiment: [""menyentil (positive)"", ""pihak-pihak (neutral)"", ""menurunkan baliho bergambar dirinya dan Mahfud MD (negative)"", ""Ia yakin (positive)""]",253
Fri Nov 17 20:22:52 +0000 2023,1.72561047583105e+18,Dukungan mahasiswa pada Ganjar Pranowo dan Mahfud MD mencerminkan keinginan mereka untuk melibatkan pemimpin yang memahami nilai-nilai kemanusiaan dan keadilan Mereka yakin bahwa keduanya adalah pilihan yang tepat @AbitBulut42299  Ganjar Mahfud M3nang https://t.co/Lm2Kjagj1X,0.0,0.0,0.0,0.0,in,1.6819784016395e+18,1.72561047583105e+18,silvamayaa_,https://twitter.com/silvamayaa_/status/1725610475831058470,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]
aspect_sentiment: [""dukungan (positif)"", ""mahasiswa (positif)"", ""pemimpin (positif)"", ""nilai-nilai kemanusiaan (positif)"", ""keadilan (positif)"", ""pilihan (positif)""]",313
Fri Nov 17 20:10:33 +0000 2023,1.72560737790556e+18,Mahfud MD meyakinkan bahwa kinerja MK dalam menyelesaikan sengketa Pemilu 2024 akan lebih baik,,,,,,,,,,"named_entity_recognition: [""Mahfud MD"", ""MK""]

aspect_sentiment: [""kinerja MK (positif)""]",206
Fri Nov 17 19:50:27 +0000 2023,1.72560231678149e+18,@Leonita_Lestari Tepat kalo tongkat estafet Jokowi dikasih ke Prabowo,,,,,,,,,,"named_entity_recognition: [""Jokowi"", ""Prabowo""]
aspect_sentiment: [""tongkat estafet (positive)""]",199
Fri Nov 17 19:38:40 +0000 2023,1.72559935304413e+18,Aktivis 98 Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [Aktivis 98, Mahfud MD]
aspect_sentiment: [Ungkap (positive), Bukti-bukti (negative), Tak Netralnya (negative)]",207
Fri Nov 17 19:37:50 +0000 2023,1.72559914152116e+18,Aktivis 98 Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [Aktivis 98, Mahfud MD]
aspect_sentiment: [Ungkap (positive), Bukti-bukti (negative), Tak Netralnya (negative)]",207
Fri Nov 17 19:33:58 +0000 2023,1.72559817191974e+18,Aktivis 98 Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Aktivis 98"", ""Mahfud MD""]
aspect_sentiment: []",187
Fri Nov 17 19:32:25 +0000 2023,1.72559777963931e+18,Ganjar-Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar-Mahfud MD""]

aspect_sentiment: []",172
Fri Nov 17 19:22:50 +0000 2023,1.7255953698691e+18,Pak Ganjar,,,,,,,,,,"named_entity_recognition: [PERSON]

aspect_sentiment: [Tidak ada aspect yang dapat diidentifikasi dalam komentar tersebut]",175
Fri Nov 17 19:19:13 +0000 2023,1.72559445750308e+18,PARTAI POLITIK ATAU PARPOL PENGUSUNG GANJAR PRANOWOðŸ‡®ðŸ‡© MAHFUD MD #PDIP #PPP #HANURA #PERINDO https://t.co/KtZn0D98kB,0.0,0.0,0.0,1.0,in,1.60167410568177e+18,1.72559445750308e+18,kiontonogorodjo,https://twitter.com/kiontonogorodjo/status/1725594457503080954,"named_entity_recognition: [""GANJAR PRANOWO"", ""MAHFUD MD"", ""PDIP"", ""PPP"", ""HANURA"", ""PERINDO""]

aspect_sentiment: [PARTAI POLITIK (positive), PARPOL (positive), GANJAR PRANOWO (positive), MAHFUD MD (positive), PDIP (positive), PPP (positive), HANURA (positive), PERINDO (positive)]",298
Fri Nov 17 19:13:24 +0000 2023,1.72559299542323e+18,@ganjarpranowo Kami Rakyat kecil hnya bisa berdoa semoga Allah swt mentakdirkan Mas Ganjar dan Pak Mahfud MD menjadi Presiden 2024 Aamiin yaa robbal alamin,0.0,0.0,0.0,0.0,in,1.7094543716654e+18,1.72548978100899e+18,BShofie80004,https://twitter.com/BShofie80004/status/1725592995423232503,"named_entity_recognition: [Mas Ganjar, Pak Mahfud MD]

aspect_sentiment: [mentakdirkan (positive)]",223
Fri Nov 17 19:12:23 +0000 2023,1.72559273814462e+18,Aktivis 98 Ungkap Bukti-bukti Tak Netralnya Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Aktivis 98"", ""Mahfud MD""]
aspect_sentiment: [Ungkap (negative), Bukti-bukti (positive), Netralnya (negative)]",207
Fri Nov 17 19:12:02 +0000 2023,1.72559264917474e+18,Mahfud MD akan membawa stabilitas hukum dalam pemerintahan Ganjar @jenarhumaira https://t.co/Wyu0k6fFjk,0.0,0.0,0.0,0.0,in,1.68336034402941e+18,1.72559264917474e+18,kikisatyaa,https://twitter.com/kikisatyaa/status/1725592649174745267,"named_entity_recognition: [""Mahfud MD"", ""Ganjar""]
aspect_sentiment: [""membawa stabilitas hukum (positive)""]",215
Fri Nov 17 19:08:03 +0000 2023,1.72559164818342e+18,@__AnakKolong @ganjarpranowo @mohmahfudmd @puanmaharani_ri @ArsjadRasjid ðŸ¤£ðŸ¤£dulu serang MAHFUD MD msalh 300m Krena kburu nyapres ke ganjar eh jdi Stop dh nyerang mahfud nya ..ko bicara kebenran nya sepotong2 sh ki ...ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0.0,0.0,0.0,0.0,in,1.58029194432414e+18,1.72529659454181e+18,lahedom99,https://twitter.com/lahedom99/status/1725591648183427151,"named_entity_recognition: [""ganjarpranowo"", ""mohmahfudmd"", ""puanmaharani_ri"", ""ArsjadRasjid""]

aspect_sentiment: [""serang (negative)"", ""nyapres (negative)"", ""bicara (neutral)""]",325
Fri Nov 17 19:01:54 +0000 2023,1.7255901018484e+18,Mahfud MD akan membawa kearifan hukum ke dalam pemerintahan @jeijsbeer https://t.co/608LKBrWJs,0.0,0.0,0.0,0.0,in,1.68338581252276e+18,1.7255901018484e+18,kokosatyaa,https://twitter.com/kokosatyaa/status/1725590101848400267,"named_entity_recognition: [""Mahfud MD"", ""@jeijsbeer""]
aspect_sentiment: [""membawa kearifan hukum (positive)""]",215
Fri Nov 17 19:01:35 +0000 2023,1.72559002186302e+18,Ganjar Pranowo-Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"" (PERSON), ""Mahfud MD"" (PERSON)]

aspect_sentiment: [Ganjar Pranowo (neutral), Mahfud MD (neutral)]",201
Fri Nov 17 18:56:07 +0000 2023,1.7255886448814e+18,@BangPakat Coblos No. 3 Ganjar Pranowo &amp  Mahfud MD https://t.co/hTimhJz0bB,0.0,0.0,0.0,0.0,in,1.54487046022327e+18,1.72550916504779e+18,BapakeOi,https://twitter.com/BapakeOi/status/1725588644881408341,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]
aspect_sentiment: []",202
Fri Nov 17 18:54:24 +0000 2023,1.72558821241511e+18,Ganjar Pranowo-Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]

aspect_sentiment: [Ganjar Pranowo (positive), Mahfud MD (neutral)]",195
Fri Nov 17 18:52:19 +0000 2023,1.72558768781253e+18,@ganjarpranowo Jualan paman MK gagal Jualan kecurangan tanpa bukti malah kecurangan pakta intergritas bicara hal lain Sekarang jualan toleransi.  Mending bikin ulang visi misinya,,,,,,,,,,"named_entity_recognition: [""ganjarpranowo"", ""MK"", ""pakta intergritas""]
aspect_sentiment: [""Jualan (negative)"", ""kecurangan (negative)"", ""bukti (negative)"", ""toleransi (positive)"", ""visi misi (negative)""]",265
Fri Nov 17 18:51:59 +0000 2023,1.72558760637593e+18,@kiki_daliyo Fokus dukung Pak GP dan Prof Mahfud MD aja deh,0.0,0.0,0.0,2.0,in,1.71482543643233e+18,1.72549506715321e+18,bin_ta00,https://twitter.com/bin_ta00/status/1725587606375932251,"named_entity_recognition: [Pak GP, Prof Mahfud MD]
aspect_sentiment: [dukung (positive)]",191
Fri Nov 17 18:51:44 +0000 2023,1.72558754391435e+18,Rongewu Patlikur,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",162
Fri Nov 17 18:42:11 +0000 2023,1.72558513894658e+18,Ganjar Pranowo-Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"", ""Mahfud MD""]

aspect_sentiment: [Ganjar Pranowo (positive), Mahfud MD (neutral)]",195
Fri Nov 17 18:36:39 +0000 2023,1.72558374664736e+18,Ganjar-Mahfud Rebut Hati Rakyat dengan Elektabilitas Tinggi,,,,,,,,,,"named_entity_recognition: [""Ganjar-Mahfud"", ""Rakyat""]
aspect_sentiment: [""Rebut (positive)"", ""Hati Rakyat (positive)"", ""Elektabilitas Tinggi (positive)""]",214
Fri Nov 17 18:34:55 +0000 2023,1.72558330949183e+18,Warga Jatim yakin,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",162
Fri Nov 17 18:34:35 +0000 2023,1.72558322393642e+18,Ayo,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",157
Fri Nov 17 18:31:08 +0000 2023,1.72558235712897e+18,Pertama kali ketemu Sulas di MUN,,,,,,,,,,"named_entity_recognition: [Sulas (PERSON), MUN (ORGANIZATION)]
aspect_sentiment: [ketemu (positive)]",183
Fri Nov 17 18:30:03 +0000 2023,1.72558208403365e+18,Ganjar Pranowo-Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Ganjar Pranowo"" (PERSON), ""Mahfud MD"" (PERSON)]

aspect_sentiment: [Ganjar Pranowo (positive), Mahfud MD (neutral)]",201
Fri Nov 17 18:26:56 +0000 2023,1.72558130050408e+18,@riksayuda Ini yg katanya lebih intelektual dr Pa Mahfud MdðŸ¤¦ðŸ˜‚,0.0,0.0,0.0,0.0,in,1.4605382666214e+18,1.7255300916888e+18,JrPattihahuan,https://twitter.com/JrPattihahuan/status/1725581300504080864,"named_entity_recognition: [Pa Mahfud Md]

aspect_sentiment: [intelektual (positive)]",198
Fri Nov 17 18:26:07 +0000 2023,1.72558109383816e+18,Mahfud MD Pamer Foto Pose Tiga Jari dengan Pilot Garuda https://t.co/WVoim430xd,0.0,0.0,0.0,0.0,in,584835300.0,1.72558109383816e+18,GesuriID,https://twitter.com/GesuriID/status/1725581093838168172,,0
Fri Nov 17 18:25:15 +0000 2023,1.7255808790143e+18,Gerak Cepat Indonesia Unggul Bersama Ganjar Mahfud MD,,,,,,,,,,"named_entity_recognition: [""Indonesia"", ""Ganjar Mahfud MD""]
aspect_sentiment: [""Gerak Cepat (positive)"", ""Indonesia Unggul (positive)"", ""Ganjar Mahfud MD (positive)""]",213
Fri Nov 17 18:19:22 +0000 2023,1.72557939571966e+18,Mari bersama-sama mendukung Ganjar Pranowo dan Mahfud MD untuk masa depan yang lebih cerah @Isabela35369232 https://t.co/NUHyvfzVx4,0.0,0.0,0.0,0.0,in,1.68194644813141e+18,1.72557939571966e+18,__normanto,https://twitter.com/__normanto/status/1725579395719667758,"named_entity_recognition: [Ganjar Pranowo, Mahfud MD]
aspect_sentiment: [mendukung (positive), masa depan (positive)]",223
Fri Nov 17 18:09:46 +0000 2023,1.72557698074428e+18,Selamat untuk Ganjar Pranowo dan Mahfud MD atas nomor urut 3,,,,,,,,,,"named_entity_recognition: [Ganjar Pranowo, Mahfud MD]
aspect_sentiment: [nomor urut (positive)]",194
Fri Nov 17 18:02:42 +0000 2023,1.72557520314788e+18,Soal Pakta Integritas Pj Bupati Sorong,,,,,,,,,,"named_entity_recognition: [Pj Bupati Sorong]

aspect_sentiment: [Soal (neutral)]",183
Fri Nov 17 18:02:16 +0000 2023,1.72557509177242e+18,Pernyataan Mahfud MD Soal Pakta Integritas Pj Bupati Sorong Bisa Rusak Demokrasi dan Memicu Perang Saudara https://t.co/y6IAeFfp89,0.0,8.0,10.0,20.0,in,55507370.0,1.72557509177242e+18,tvOneNews,https://twitter.com/tvOneNews/status/1725575091772424359,"named_entity_recognition: [Mahfud MD, Pakta Integritas Pj Bupati Sorong, Demokrasi, Perang Saudara]

aspect_sentiment: [Pernyataan (positif), Mahfud MD (netral), Pakta Integritas Pj Bupati Sorong (negatif), Demokrasi (negatif), Perang Saudara (negatif)]",285
Fri Nov 17 23:56:50 +0000 2024,1.72557703575766e+18,@GerryS @mohmahfudmd Baca caption nya mahfud md gak om? Kalau baca pasti tau itu lg posisi terbang. https://t.co/Yo5cCqkDxS,0.172067598621839,0.66284150171622,0.678091382601846,2.3627397278034,in,1.47937498479073e+18,1.72558105099085e+18,fauzynh,https://twitter.com/fauzynh/status/1725664322075181548,"named_entity_recognition: [""@GerryS"", ""@mohmahfudmd""]
aspect_sentiment: [caption (positive)]",222
Fri Nov 17 23:54:58 +0000 2023,1.72566385279125e+18,@Kayakuwek2 @Yurissa_Samosir Bismillahirrahmanirrahiim.... Semoga Allah Subhanahu Wata'ala memudahkan dan melancarkan  acara AMIN = ANIES RASYID BASWEDAN dan MUHAIMIN ISKANDAR di TO NIGHT SHOW* Aamiin Yaa Rabbal 'Aalamiin,0.0,1.0,0.0,1.0,in,9.20991035777417e+17,1.72533965934834e+18,poskjsjed,https://twitter.com/poskjsjed/status/1725663852791255339,,0
