name,text,rt,id,result extraction,token usage,entity,aspect,sentiment
ridwan,"@UmarHasibuan70_ @ridwankamil Cc: @ridwankamil .
Diamkan saja Pak ridwan.
ga ada gunanya ngeladenin pepesan kosong.… https://t.co/r3EIxLFZqU",0,1551493612919455745,"named_entity_recognition: [@UmarHasibuan70_, @ridwankamil, @ridwankamil]
aspect_sentiment: [ngeladenin (negative)]",235,"@UmarHasibuan70_,@ridwankamil,@ridwankamil",ngeladenin,negative
ridwan,@lingdranaksa Diem,0,1551493612919455745,"named_entity_recognition: []

aspect_sentiment: []",162,,,
ridwan,@kosmoscokelat Nyatane iso,0,1551493612919455745,"named_entity_recognition: []

aspect_sentiment: []",165,,,
ridwan,@fathh___ Tenggara,0,1551493612919455745,"named_entity_recognition: []

aspect_sentiment: []",163,,,
ridwan,@DryFloooo Okee,0,1551493612919455745,"named_entity_recognition: []

aspect_sentiment: []",160,,,
ridwan,@fatyagvn @SmgMenfess2 Lha spek e sing digolek i koyo aku pora wkwkw,0,1551493612919455745,"named_entity_recognition: []

aspect_sentiment: []",184,,,
ridwan,The media is a click-seeking machine dressed up as a truth-seeking machine,27565,1552324811153707018,"named_entity_recognition: []

aspect_sentiment: [""media (negative)"", ""click-seeking machine (negative)"", ""truth-seeking machine (positive)""]",188,,"media,click-seeking machine,truth-seeking machine","negative,negative,positive"
ridwan,"Heran, kok banyak yang senang sama penyalahgunaan kuasa begini. Padahal pola otoritarianisme ini berbahaya dan pern… https://t.co/NjYeqVElDS",1198,1551763378670292992,"named_entity_recognition: []

aspect_sentiment: [penyalahgunaan (negative), pola otoritarianisme (negative)]",219,,"penyalahgunaan,pola otoritarianisme","negative,negative"
ridwan,@SmgMenfess2 Ki mas sat set sat set jare @ridwan_mr10,0,1551763378670292992,"named_entity_recognition: [""@SmgMenfess2"", ""Ki mas"", ""@ridwan_mr10""]
aspect_sentiment: []",192,"@SmgMenfess2,Ki mas,@ridwan_mr10",,
ridwan,"Pak Ridwan Kamil kok bisa dapet aja jawabannya, heran banget deh gue😭🤣 https://t.co/1g0kra54ih",1,1552330192504639488,"named_entity_recognition: [Pak Ridwan Kamil]
aspect_sentiment: [jawabannya (positif)]",210,Pak Ridwan Kamil,jawabannya,positif
ridwan,"Intip Foto-foto Rumah Pribadi Ridwan Kamil yang Ramah Lingkungan, Terbuat dari 30 Ribu Botol Bekas
 
#RidwanKamil… https://t.co/bqwglumBXq",0,1552330192504639488,"named_entity_recognition: [""Ridwan Kamil""]

aspect_sentiment: []",211,Ridwan Kamil,,
ridwan,"@razaqrdnsyh Heran, pada pede banget fafifu di depan bonge gitu. Cuma ridwan kamil doang si yg paling realistis omongannya",3,1552365101340295168,"named_entity_recognition: [""ridwan kamil""]

aspect_sentiment: [""paling realistis (positive)""]",213,ridwan kamil,paling realistis,positive
ridwan,"🎁 GIVEAWAY 🎁

Minting in under 24 hours! 🔥

🏆 1 $SOL

🎫 To enter:
1️⃣ Follow @Wallstcyborgs 
2️⃣ RT, Like + Tag Fri… https://t.co/QbWw7QIvle",219,1552423090747052033,"named_entity_recognition: [""@Wallstcyborgs""]

aspect_sentiment: [""Minting (positive)"", ""$SOL (neutral)"", ""Follow (positive)"", ""RT (positive)"", ""Like (positive)"", ""Tag (positive)""]",271,@Wallstcyborgs,"Minting,$SOL,Follow,RT,Like,Tag","positive,neutral,positive,positive,positive,positive"
ridwan,@officalboinft 🅱️OON 🌕,0,1552423090747052033,"named_entity_recognition: []

aspect_sentiment: []",169,,,
ridwan,🅱️lon 🅱️usk https://t.co/cR7NzEYRFw,153,1552463680012525574,"named_entity_recognition: [Blon Busk]

aspect_sentiment: [Tidak ada aspect yang dapat diidentifikasi]",193,Blon Busk,,
ridwan,"@TaniHitam @ievaniesh @indahsuryani @txtdrberseragam Hahahaa, turun temurun dan mendarah daging 😂😂",0,1552463680012525574,"named_entity_recognition: [@TaniHitam, @ievaniesh, @indahsuryani, @txtdrberseragam]
aspect_sentiment: [turun temurun (positive), mendarah daging (positive)]",241,"@TaniHitam,@ievaniesh,@indahsuryani,@txtdrberseragam","turun temurun,mendarah daging","positive,positive"
ridwan,@Fatimah59708894 Apakah ada contoh dari Rasulullah shalallahu alaihi wa sallam atau para sahabat yang sempurna isla… https://t.co/7NdoIrliRJ,0,1551474998514106368,"named_entity_recognition: [Rasulullah shalallahu alaihi wa sallam, para sahabat]
aspect_sentiment: [contoh (positif)]",232,"Rasulullah shalallahu alaihi wa sallam,para sahabat",contoh,positif
ridwan,"Katla 189 5/6*

⬛🟨⬛⬛⬛
🟩⬛⬛⬛⬛
🟩⬛⬛⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩

https://t.co/2K0k4dwUCJ",0,1551474998514106368,"named_entity_recognition: []

aspect_sentiment: []",257,,,
ridwan,Muka nya emang dach keq KOPED 19 😂😂😂 https://t.co/TEoFhatN6B,2,1552463230370398210,"named_entity_recognition: []

aspect_sentiment: []",187,,,
ridwan,"#TheLoudHouse
#Ady https://t.co/LaagFoGhJe",0,1552463230370398210,"named_entity_recognition: [Ady]

aspect_sentiment: [TheLoudHouse (neutral)]",184,Ady,TheLoudHouse,neutral
ridwan,"Ridwan Kamil : Pemerintah Harus Wadahi Aktivitas Positif Remaja

https://t.co/vXf3t1664O

#info #golalidotid #golaliid Citayam Fashion Week",0,1552463230370398210,"named_entity_recognition: [""Ridwan Kamil"", ""Pemerintah""]
aspect_sentiment: [""Wadahi Aktivitas Positif Remaja (positive)""]",237,"Ridwan Kamil,Pemerintah",Wadahi Aktivitas Positif Remaja,positive
ridwan,"Totally agree with Pak Ridwan Kamil.

Citayam Fashion Week https://t.co/Mfs09bZZqm",3599,1551428497868222469,"named_entity_recognition: [Pak Ridwan Kamil, Citayam Fashion Week]

aspect_sentiment: [agree (positive)]",197,"Pak Ridwan Kamil,Citayam Fashion Week",agree,positive
ridwan,@ridwan_mr10 @SmgMenfess2 penting ra sibuk sibuk bgt sih mas 🤣,0,1551428497868222469,"named_entity_recognition: [@ridwan_mr10, @SmgMenfess2]
aspect_sentiment: [penting (positive), sibuk (negative)]",207,"@ridwan_mr10,@SmgMenfess2","penting,sibuk","positive,negative"
ridwan,@CG_Contest @cehlos #DuoGanteng,0,1551428497868222469,"named_entity_recognition: [CG_Contest, cehlos]
aspect_sentiment: [DuoGanteng (positive)]",186,"CG_Contest,cehlos",DuoGanteng,positive
ridwan,@CG_Contest @cehlos Ga ngetik apa-apa cuma geser-geser menu aplikasi aja. 😁,0,1551428497868222469,"named_entity_recognition: []

aspect_sentiment: [geser-geser menu aplikasi (positive)]",196,,geser-geser menu aplikasi,positive
ridwan,@TaniHitam @ievaniesh @ridwan_sidiik @txtdrberseragam Sampe mumet mau ngeberesin dari mana dulu 😅,0,1551428497868222469,"named_entity_recognition: [@TaniHitam, @ievaniesh, @ridwan_sidiik, @txtdrberseragam]
aspect_sentiment: [mumet (negative)]",226,"@TaniHitam,@ievaniesh,@ridwan_sidiik,@txtdrberseragam",mumet,negative
ridwan,"$75 | 1.05 JT • 8 hrs • rt 

➡️ follow @CompBrosCrypto",4696,1552459101267181568,"named_entity_recognition: []

aspect_sentiment: []",178,,,
ridwan,"$15 | 30 mins

RT this + LIKE @moneymotive888 recent tweets",1238,1552452912667889664,"named_entity_recognition: []

aspect_sentiment: []",173,,,
ridwan,@xbhjkl @SmgMenfess2 Jalan jalan virtual lewat story ne wong,0,1552452912667889664,"named_entity_recognition: [PERSON, ORGANIZATION]

aspect_sentiment: [Jalan jalan virtual (positive)]",191,"PERSON,ORGANIZATION",Jalan jalan virtual,positive
ridwan,@ievaniesh @ridwan_sidiik @indahsuryani @txtdrberseragam Ya kalo kejaksaannya beres. Kadang sama aja cari seripilan… https://t.co/PmCETyCZYt,0,1552452912667889664,"named_entity_recognition: [@ievaniesh, @ridwan_sidiik, @indahsuryani, @txtdrberseragam]
aspect_sentiment: [kejaksaannya (positive), seripilan (negative)]",253,"@ievaniesh,@ridwan_sidiik,@indahsuryani,@txtdrberseragam","kejaksaannya,seripilan","positive,negative"
ridwan,@ruangtaktik Seminggu sekali berasa lama,0,1552452912667889664,"named_entity_recognition: []

aspect_sentiment: [seminggu (negative)]",176,,seminggu,negative
ridwan,@ridwan_mr10 @SmgMenfess2 gaweane hiling kok yaaa mas yaaa ng omh glundang glundung tok😌,0,1552452912667889664,"named_entity_recognition: [@ridwan_mr10, @SmgMenfess2]
aspect_sentiment: [gaweane (positive), hiling (neutral), mas (positive), ng omh glundang glundung tok (neutral)]",230,"@ridwan_mr10,@SmgMenfess2","gaweane,hiling,mas,ng omh glundang glundung tok","positive,neutral,positive,neutral"
ridwan,"@Fandom_ID Jatidiri ndom, semua minuman harus di pindah ke plastik.",0,1552452912667889664,"named_entity_recognition: [@Fandom_ID]
aspect_sentiment: [minuman (positive)]",185,@Fandom_ID,minuman,positive
ridwan,@DrJakobWagner Follow back or DM please,0,1551474998514106368,"named_entity_recognition: []

aspect_sentiment: []",165,,,
ridwan,"@xbhjkl @SmgMenfess2 Mung mangan turu kok ya, nek dikon revisian asal ra dikerjake kan ra sibukbwkwkwk",0,1551474998514106368,"named_entity_recognition: []

aspect_sentiment: [mangan (positive), turu (neutral), dikon revisian (negative), sibuk (negative)]",220,,"mangan,turu,dikon revisian,sibuk","positive,neutral,negative,negative"
ridwan,@sdanangm Ben nyaman mbe penggantiku sek. Ngko kan lali wkwkw,0,1551474998514106368,"named_entity_recognition: [Ben]
aspect_sentiment: [nyaman (positive), penggantiku (neutral), lali (negative)]",197,Ben,"nyaman,penggantiku,lali","positive,neutral,negative"
ridwan,"KaijuFrenz 🤝 Meeps

Collab giveaway with @MEEPSofficial
To enter: 
1. Follow @KaijuFrenz &amp; @MEEPSofficial
2. Like &amp;… https://t.co/XDzRzDKIWY",1984,1552115558023569408,"named_entity_recognition: [""KaijuFrenz"", ""Meeps"", ""@MEEPSofficial"", ""@KaijuFrenz""]
aspect_sentiment: [""Collab giveaway (positive)"", ""follow (neutral)"", ""like (positive)""]",261,"KaijuFrenz,Meeps,@MEEPSofficial,@KaijuFrenz","Collab giveaway,follow,like","positive,neutral,positive"
ridwan,lets 🅱️uild an empire,265,1552447383854006272,"named_entity_recognition: []

aspect_sentiment: [build (positive)]",167,,build,positive
ridwan,@officalboinft Empire it's,0,1552447383854006272,"named_entity_recognition: [Empire]
aspect_sentiment: [Empire (positive)]",171,Empire,Empire,positive
ridwan,Orang dalam malaikat Ridwan semua. https://t.co/9hDEf3YSsK,0,1552447383854006272,"named_entity_recognition: []

aspect_sentiment: []",179,,,
ridwan,🅱️oi,319,1552424450146041858,"named_entity_recognition: []

aspect_sentiment: []",160,,,
ridwan,"masyrakatnya jerit-jerit, gubernurnya malah sibuk galang dana untuk nyapres. pemimpin macam apa ini.… https://t.co/s5fJfkK5GM",2,1551532025772838912,"named_entity_recognition: [gubernurnya]

aspect_sentiment: [galang dana (negative), nyapres (negative)]",222,gubernurnya,"galang dana,nyapres","negative,negative"
ridwan,@memelandpttz @gactasn @0xJ3kyll @yarinbirgun @Kymcfr85 @tirekke @hesam9marai1990 @Mightyduck87 @SloaneRay1… https://t.co/H75k5P8Qwr,0,1551532025772838912,"named_entity_recognition: [@memelandpttz, @gactasn, @0xJ3kyll, @yarinbirgun, @Kymcfr85, @tirekke, @hesam9marai1990, @Mightyduck87, @SloaneRay1]

aspect_sentiment: [tidak ada informasi yang dapat diekstraksi]",289,"@memelandpttz,@gactasn,@0xJ3kyll,@yarinbirgun,@Kymcfr85,@tirekke,@hesam9marai1990,@Mightyduck87,@SloaneRay1",,
ridwan,"@ridwan_mr10 @SmgMenfess2 gaweane mung mgn turu to mas, kan ra sibuk kui rung wae nek dicht dosen kon revisian terus🤣 mobal utekke🤣",0,1551532025772838912,"named_entity_recognition: [@ridwan_mr10, @SmgMenfess2]
aspect_sentiment: [gaweane (positive), mung mgn turu (neutral), sibuk (negative), dicht dosen (negative), revisian (negative), mobal utekke (positive)]",265,"@ridwan_mr10,@SmgMenfess2","gaweane,mung mgn turu,sibuk,dicht dosen,revisian,mobal utekke","positive,neutral,negative,negative,negative,positive"
ridwan,Sholat 5 waktu lebih susah dijaga daripada hati seseorang.,0,1551532025772838912,"named_entity_recognition: []

aspect_sentiment: [Sholat (negative), waktu (neutral), hati seseorang (positive)]",193,,"Sholat,waktu,hati seseorang","negative,neutral,positive"
ridwan,@xbhjkl @SmgMenfess2 Kasih paham nggak sibuk e orang skripsian wkwkw,0,1551532025772838912,"named_entity_recognition: [PERSON, ORGANIZATION]

aspect_sentiment: [paham (positive), sibuk (negative)]",203,"PERSON,ORGANIZATION","paham,sibuk","positive,negative"
erick,Erick Pulgar não é jogador do Flamengo,0,1551532025772838912,"named_entity_recognition: [Erick Pulgar, Flamengo]
aspect_sentiment: [jogador (negatif)]",180,"Erick Pulgar,Flamengo",jogador,negatif
erick,"Menteri BUMN @erickthohir beberes ruang pertemuan sebelum bertemu Menteri Urusan Kebudayaan, Komunitas, dan Kepemud… https://t.co/nTLjjQzuXC",0,1551532025772838912,"named_entity_recognition: [""Menteri BUMN"", ""@erickthohir"", ""Menteri Urusan Kebudayaan, Komunitas, dan Kepemud""]

aspect_sentiment: [""beberes ruang pertemuan (positive)"", ""bertemu Menteri Urusan Kebudayaan, Komunitas, dan Kepemud (neutral)""]",284,"Menteri BUMN,@erickthohir,Menteri Urusan Kebudayaan,Komunitas,dan Kepemud","beberes ruang pertemuan,dan Kepemud","positive,neutral"
erick,"Finalmente uma expulsão. Este time filho da puta dessa Varmengo fazem o que QUEREM em campo. O QUE QUEREM
O Gabriel… https://t.co/GOBVtPzv42",1,1552480701521477634,"named_entity_recognition: [Varmengo, Gabriel]

aspect_sentiment: [expulsão (positif), time (negatif)]",220,"Varmengo,Gabriel","expulsão,time","positif,negatif"
erick,"Cartão amarelo para Arrascaeta, após este lance com Erick 

#CopaDoBrasil https://t.co/GLD6aRWmg6",66,1552479326725079043,"named_entity_recognition: [Arrascaeta, Erick, CopaDoBrasil]

aspect_sentiment: [Cartão (amarelo), lance (positif)]",211,"Arrascaeta,Erick,CopaDoBrasil","Cartão,lance","amarelo,positif"
erick,Será q eras platinar um pouco e meter um brinco 😳,0,1552479326725079043,"named_entity_recognition: []

aspect_sentiment: []",172,,,
erick,"Erick Pulgar, quase acertado com o Flamengo, tem histórico de denúncia por abuso sexual, além de ter atropelado e m… https://t.co/mWLGgUOXbz",355,1552328122565070848,"named_entity_recognition: [Erick Pulgar, Flamengo]

aspect_sentiment: [acertado (positive), histórico de denúncia por abuso sexual (negative), atropelado (negative)]",237,"Erick Pulgar,Flamengo","acertado,histórico de denúncia por abuso sexual,atropelado","positive,negative,negative"
erick,"""CONFIRMADO, ERICK PULGAR VIAJA MAÑANA A RÍO DE JANEIRO A FIRMAR CONTRATO Y A PONERSE AL SERVICIO DEL ""MENGAO""!… https://t.co/iVieaIr31Z",1,1552481128015093760,"named_entity_recognition: [""ERICK PULGAR"", ""RÍO DE JANEIRO"", ""MENGAO""]
aspect_sentiment: [""VIAJA (positive)"", ""FIRMAR CONTRATO (neutral)"", ""PONERSE AL SERVICIO (positive)""]",264,"ERICK PULGAR,RÍO DE JANEIRO,MENGAO","VIAJA,FIRMAR CONTRATO,PONERSE AL SERVICIO","positive,neutral,positive"
erick,"Time do Athletico, cêis tão ligado, é de guerra! Astúcia de todos! A importância do Erick, Abner, Khellven nessa partida kkkk cêéloko",0,1552481128015093760,"named_entity_recognition: [Athletico, Erick, Abner, Khellven]

aspect_sentiment: [Time (positive), guerra (positive), Astúcia (positive), Erick (positive), Abner (positive), Khellven (positive)]",243,"Athletico,Erick,Abner,Khellven","Time,guerra,Astúcia,Erick,Abner,Khellven","positive,positive,positive,positive,positive,positive"
erick,"@nanasssee おはよう
バイトがんばれー",0,1552481128015093760,"named_entity_recognition: []

aspect_sentiment: []",171,,,
erick,Erick Thohir mendampingi presiden Jokowi gelar pertemuan bilateral dengan PM Jepang. Kedua negara sepakat meningkat… https://t.co/VT2M9v67JS,3,1552459479106523136,"named_entity_recognition: [Erick Thohir, Jokowi, PM Jepang]
aspect_sentiment: [mendampingi (positive), gelar pertemuan bilateral (positive), meningkat (positive)]",239,"Erick Thohir,Jokowi,PM Jepang","mendampingi,gelar pertemuan bilateral,meningkat","positive,positive,positive"
erick,"O flamenguista que vive batendo no Galo pela contratação do Cuca e batia no CAP por causa do Marcinho, terá dificul… https://t.co/jk4dk29woA",116,1552327222907834375,"named_entity_recognition: [flamenguista, Galo, Cuca, CAP, Marcinho]
aspect_sentiment: [contratação (positive), dificuldade (negative)]",230,"flamenguista,Galo,Cuca,CAP,Marcinho","contratação,dificuldade","positive,negative"
erick,Pinche rolon.,0,1552327222907834375,"named_entity_recognition: []

aspect_sentiment: []",159,,,
erick,"@ErickDalbem Você joga bola mano, pelo amor de Deus.",0,1552327222907834375,"named_entity_recognition: [ErickDalbem]
aspect_sentiment: [joga bola (positive)]",182,ErickDalbem,joga bola,positive
erick,Erick Pulgar não é jogador para Flamengo. #PulgarNão https://t.co/RPoClbnFD1,1403,1552329978380967940,"named_entity_recognition: [Erick Pulgar, Flamengo]

aspect_sentiment: [jogador (negative)]",195,"Erick Pulgar,Flamengo",jogador,negative
erick,"Gabigol deveria ter sido expulso na falta no Fernandinho. E agora, Arrascaeta deveria ter sido expulso na falta no Erick.",18,1552478975863267328,"named_entity_recognition: [Gabigol, Fernandinho, Arrascaeta, Erick]

aspect_sentiment: [deveria ter sido expulso (negative), falta (neutral)]",218,"Gabigol,Fernandinho,Arrascaeta,Erick","deveria ter sido expulso,falta","negative,neutral"
erick,@cittongabriel7 Absurdo!! Aí oq ele expulsou foi por reclamação kkkkkkkk Arrascaeta quase quebrou a perna do Erick,0,1552478975863267328,"named_entity_recognition: [Erick, Arrascaeta]

aspect_sentiment: [expulsou (negative), reclamação (negative), quebrou a perna (negative)]",224,"Erick,Arrascaeta","expulsou,reclamação,quebrou a perna","negative,negative,negative"
erick,"ERA PRA VERMELHO? Arrascaeta chegou de sola no calcanhar de Erick, mas o árbitro deu amarelo. 
O que achou?… https://t.co/QpQkw3xL3M",37,1552480177820663809,"named_entity_recognition: [Arrascaeta, Erick]

aspect_sentiment: [chegou (negative), amarelo (neutral)]",227,"Arrascaeta,Erick","chegou,amarelo","negative,neutral"
erick,"En términos contractuales: 

El amor debe ser bilateral o sinalagmático. No unilateral.",0,1552480177820663809,"named_entity_recognition: []

aspect_sentiment: [amor (positive)]",182,,amor,positive
erick,"A verdade é que esse jogo tinha que ter três expulsos: 

Gabriel pela entrada no Fernandinho
Arrascaeta pela entrad… https://t.co/srl3gRgXlF",0,1552480177820663809,"named_entity_recognition: [Gabriel, Fernandinho, Arrascaeta]
aspect_sentiment: [entrada (negative)]",214,"Gabriel,Fernandinho,Arrascaeta",entrada,negative
erick,"Erick = Crack. 

Não omitam.",0,1552479326725079043,"named_entity_recognition: [Erick]
aspect_sentiment: [Erick (positive)]",172,Erick,Erick,positive
erick,"Una mujer bonita,jamás estaría d tumbo en tumbo con cualquier mequetrefe,encima mostrarse cachosa,altanera,soberbia… https://t.co/3s8SkzAA4D",0,1552480177820663809,"named_entity_recognition: []

aspect_sentiment: []",205,,,
erick,turco mohamed acabou com meu time,0,1552478975863267328,"named_entity_recognition: [Mohamed]
aspect_sentiment: [acabou (negative), time (neutral)]",178,Mohamed,"acabou,time","negative,neutral"
erick,"finalmente 

mas independente
o Gabigol AGREDIU o Fernandinho
era pra ter sido expulso. 

o Arrascaeta deu NO MEIO… https://t.co/oAw6VUvqgh",0,1552478975863267328,"named_entity_recognition: [Gabigol, Fernandinho, Arrascaeta]
aspect_sentiment: [Gabigol (negative), Fernandinho (neutral), Arrascaeta (positive)]",235,"Gabigol,Fernandinho,Arrascaeta","Gabigol,Fernandinho,Arrascaeta","negative,neutral,positive"
erick,"Coisas que faltaram neste jogo: Cartão para Khellven, Expulsão de Fernandinho e Erick, cartão p Thiago Heleno e Ped… https://t.co/MS7xOpKFDU",0,1552480177820663809,"named_entity_recognition: [Khellven, Fernandinho, Erick, Thiago Heleno, Ped]
aspect_sentiment: [Cartão (negative), Expulsão (negative)]",231,"Khellven,Fernandinho,Erick,Thiago Heleno,Ped","Cartão,Expulsão","negative,negative"
erick,"Alto estima da tif homi, 7 foto e 8 vídeo por dia",0,1552480177820663809,"named_entity_recognition: []

aspect_sentiment: [Alto estima (positive), tif homi (neutral), 7 foto (positive), 8 vídeo (positive)]",200,,"Alto estima,tif homi,7 foto,8 vídeo","positive,neutral,positive,positive"
erick,"Komitmen @erickthohir Berantas Korupsi Era Baru Pembangunan Indonesia

Komitme Erick dalam memberantas korupsi dan… https://t.co/PSNowcFotG",9,1552445790807035904,"named_entity_recognition: [""@erickthohir"", ""Indonesia""]
aspect_sentiment: [""Komitmen (positive)"", ""Berantas Korupsi (negative)"", ""Era Baru Pembangunan Indonesia (positive)""]",239,"@erickthohir,Indonesia","Komitmen,Berantas Korupsi,Era Baru Pembangunan Indonesia","positive,negative,positive"
erick,"Um absurdo o VAR não recomendar a expulsão do Arrascaeta em uma entrada como essa no Erick.

Pipocaram no Maracanã!",1,1552479929903841281,"named_entity_recognition: [Arrascaeta, Erick, Maracanã]

aspect_sentiment: [VAR (negative), expulsão (negative), entrada (negative), Pipocaram (negative)]",220,"Arrascaeta,Erick,Maracanã","VAR,expulsão,entrada,Pipocaram","negative,negative,negative,negative"
erick,@hevertonfutebol Cadê seu time?,0,1552479929903841281,"named_entity_recognition: [hevertonfutebol (PERSON)]

aspect_sentiment: [time (neutral)]",178,hevertonfutebol (PERSON),time,neutral
erick,@_gabrielbelo Erick é o 13 né?,0,1552479326725079043,"named_entity_recognition: [""Erick""]

aspect_sentiment: [""Erick (neutral)""]",176,Erick,Erick,neutral
erick,Carrinho por trás ABSURDO de Arrascaeta no Erick com solada no tornozelo: AMARELO,14,1552479079374487552,"named_entity_recognition: [Arrascaeta, Erick]

aspect_sentiment: [Carrinho (negative), ABSURDO (negative), Arrascaeta (neutral), Erick (neutral), solada (negative), tornozelo (neutral), AMARELO (neutral)]",226,"Arrascaeta,Erick","Carrinho,ABSURDO,Arrascaeta,Erick,solada,tornozelo,AMARELO","negative,negative,neutral,neutral,negative,neutral,neutral"
erick,Khellven e Erick @CBF_Futebol,0,1552479079374487552,"named_entity_recognition: [""Khellven"" (PERSON), ""Erick"" (PERSON), ""CBF_Futebol"" (ORGANIZATION)]

aspect_sentiment: [Tidak ada aspect yang dapat diidentifikasi dalam komentar tersebut]",206,"Khellven (PERSON),Erick (PERSON),CBF_Futebol (ORGANIZATION)",,
erick,@VAR_Brazil e o lance que o erick chuta o everton em ?,0,1552480177820663809,"named_entity_recognition: [Erick, Everton]

aspect_sentiment: [chuta (negative)]",182,"Erick,Everton",chuta,negative
erick,"""CONFIRMADO, ERICK PULGAR VIAJA MAÑANA A RÍO DE JANEIRO A FIRMAR CONTRATO Y A PONERSE AL SERVICIO DEL ""MENGAO""!… https://t.co/iVieaIr31Z",1,1552480177820663809,"named_entity_recognition: [""ERICK PULGAR"", ""RÍO DE JANEIRO"", ""MENGAO""]
aspect_sentiment: [""VIAJA (positive)"", ""FIRMAR CONTRATO (positive)"", ""PONERSE AL SERVICIO (positive)""]",264,"ERICK PULGAR,RÍO DE JANEIRO,MENGAO","VIAJA,FIRMAR CONTRATO,PONERSE AL SERVICIO","positive,positive,positive"
erick,@Adriano_Camppos @AthleticoPR Khelven e Erick e Hugo e Thiago Heleno,0,1552480177820663809,"named_entity_recognition: [""Khelven"", ""Erick"", ""Hugo"", ""Thiago Heleno"", ""AthleticoPR""]

aspect_sentiment: [""Khelven (neutral)"", ""Erick (neutral)"", ""Hugo (neutral)"", ""Thiago Heleno (neutral)"", ""AthleticoPR (neutral)""]",239,"Khelven,Erick,Hugo,Thiago Heleno,AthleticoPR","Khelven,Erick,Hugo,Thiago Heleno,AthleticoPR","neutral,neutral,neutral,neutral,neutral"
erick,"gabi chutando o fernandinho sem bola ❌️
arrasca carrinho por trás pegando só a perna do erick ❌️
david luiz pistola… https://t.co/UqPriaHFIT",0,1552480177820663809,"named_entity_recognition: [gabi, fernandinho, arrasca, erick, david luiz]
aspect_sentiment: [chutando (negative), carrinho (negative), pistola (negative)]",240,"gabi,fernandinho,arrasca,erick,david luiz","chutando,carrinho,pistola","negative,negative,negative"
erick,"O cara da amarelo na entrada criminosa do Arrascaeta no calcanhar do Erick e expulsa o David Luiz aleatoriamente, muito fraco pqp",0,1552329978380967940,"named_entity_recognition: [Arrascaeta, Erick, David Luiz]
aspect_sentiment: [entrada (negatif), criminosa (negatif), calcanhar (negatif), David Luiz (negatif)]",229,"Arrascaeta,Erick,David Luiz","entrada,criminosa,calcanhar,David Luiz","negatif,negatif,negatif,negatif"
erick,"Olha isso, mano. Entrada criminal do Arrascaeta no Erick. https://t.co/R5tWbF0FmD",1,1552479897708290049,"named_entity_recognition: [Arrascaeta, Erick]

aspect_sentiment: [Entrada (negative)]",196,"Arrascaeta,Erick",Entrada,negative
erick,@KennyUndrX well im super passionate about the fnf mod me and Erick Animations are making called Demonic Determinat… https://t.co/hNKKVvAvod,2,1552321575084593153,"named_entity_recognition: [Erick Animations, Demonic Determinat]

aspect_sentiment: [passionate (positive), fnf mod (positive), Demonic Determinat (positive)]",221,"Erick Animations,Demonic Determinat","passionate,fnf mod,Demonic Determinat","positive,positive,positive"
erick,"@erick_uhmm @aurattarot aqui, amr https://t.co/Knq4vfiSXd",0,1552480177820663809,"named_entity_recognition: [@erick_uhmm, @aurattarot]
aspect_sentiment: [aqui (neutral)]",198,"@erick_uhmm,@aurattarot",aqui,neutral
erick,"Selain pada perempuan, perhatian dan kepedulian yg tinggi, pak Erick juga tujukan pada anak muda Indonesia.
Beda dg… https://t.co/sEvw6jPGEO",22,1552229966146043906,"named_entity_recognition: [Erick]
aspect_sentiment: [perhatian (positif), kepedulian (positif), anak muda Indonesia (positif)]",227,Erick,"perhatian,kepedulian,anak muda Indonesia","positif,positif,positif"
erick,Aimeth y Erick mi curitas de vida. https://t.co/y75kJP5OKG,0,1552229966146043906,"named_entity_recognition: [Aimeth, Erick]
aspect_sentiment: [curitas (positive)]",188,"Aimeth,Erick",curitas,positive
erick,O que jogou o Erick hoje foi putaria.,0,1552229966146043906,"named_entity_recognition: []

aspect_sentiment: [jogou (negative)]",171,,jogou,negative
erick,"Buenas noches, solo para invitar a los jóvenes y adolescentes de mi comunidad para que asistan a los cursos de vera… https://t.co/auPzBWunZ9",0,1552229966146043906,"named_entity_recognition: []

aspect_sentiment: [invitar (positive), asistir (positive)]",208,,"invitar,asistir","positive,positive"
erick,@hevertonfutebol Cadê seu time ?,0,1552229966146043906,"named_entity_recognition: [PERSON]
aspect_sentiment: [time (neutral)]",172,PERSON,time,neutral
erick,Judging someone because of their mental illness is a bit peak but pop off ig bro,0,1552480177820663809,"named_entity_recognition: []

aspect_sentiment: [Judging (negative), someone (neutral), mental illness (negative), peak (positive), pop off (positive), ig bro (neutral)]",200,,"Judging,someone,mental illness,peak,pop off,ig bro","negative,neutral,negative,positive,positive,neutral"
erick,"Nível de concentração insano da zaga, Fernandinho na primeira atuação de elite e Erick melhor em campo. Plano deu c… https://t.co/XWTO15CEbU",0,1552480177820663809,"named_entity_recognition: [Fernandinho, Erick]
aspect_sentiment: [Nível de concentração (positive), zaga (positive), Fernandinho (positive), primeira atuação (positive), Erick (positive), melhor em campo (positive), Plano (neutral)]",247,"Fernandinho,Erick","Nível de concentração,zaga,Fernandinho,primeira atuação,Erick,melhor em campo,Plano","positive,positive,positive,positive,positive,positive,neutral"
